"Step","phase2_balanced_resnet50 - val/err_male","phase2_balanced_resnet50 - val/err_male__MIN","phase2_balanced_resnet50 - val/err_male__MAX","phase2_balanced_convnext_tiny - val/err_male","phase2_balanced_convnext_tiny - val/err_male__MIN","phase2_balanced_convnext_tiny - val/err_male__MAX","phase2_balanced_vit_b_16 - val/err_male","phase2_balanced_vit_b_16 - val/err_male__MIN","phase2_balanced_vit_b_16 - val/err_male__MAX","phase2_balanced_swin_t - val/err_male","phase2_balanced_swin_t - val/err_male__MIN","phase2_balanced_swin_t - val/err_male__MAX","dinov2_small - val/err_male","dinov2_small - val/err_male__MIN","dinov2_small - val/err_male__MAX","swin_t - val/err_male","swin_t - val/err_male__MIN","swin_t - val/err_male__MAX","vit_b_16 - val/err_male","vit_b_16 - val/err_male__MIN","vit_b_16 - val/err_male__MAX","convnext_tiny - val/err_male","convnext_tiny - val/err_male__MIN","convnext_tiny - val/err_male__MAX","efficientnet_b3 - val/err_male","efficientnet_b3 - val/err_male__MIN","efficientnet_b3 - val/err_male__MAX","cnn_baseline - val/err_male","cnn_baseline - val/err_male__MIN","cnn_baseline - val/err_male__MAX"
"10","0.0010791317326948047","0.0010791317326948047","0.0010791317326948047","0.0009620414348319173","0.0009620414348319173","0.0009620414348319173","0.0009838067926466465","0.0009838067926466465","0.0009838067926466465","0.0009491569944657385","0.0009491569944657385","0.0009491569944657385","0.0014571306528523564","0.0014571306528523564","0.0014571306528523564","0.0009832102805376053","0.0009832102805376053","0.0009832102805376053","0.0010309139033779502","0.0010309139033779502","0.0010309139033779502","0.0009718710207380354","0.0009718710207380354","0.0009718710207380354","0.0010382598266005516","0.0010382598266005516","0.0010382598266005516","0.001022986718453467","0.001022986718453467","0.001022986718453467"
"11","0.0010318582644686103","0.0010318582644686103","0.0010318582644686103","0.000997105031274259","0.000997105031274259","0.000997105031274259","","","","0.0010645391885191202","0.0010645391885191202","0.0010645391885191202","0.0014556461246684194","0.0014556461246684194","0.0014556461246684194","0.0009345144499093294","0.0009345144499093294","0.0009345144499093294","0.000978325493633747","0.000978325493633747","0.000978325493633747","0.0009550395188853145","0.0009550395188853145","0.0009550395188853145","0.0010553257307037711","0.0010553257307037711","0.0010553257307037711","0.0009924834594130516","0.0009924834594130516","0.0009924834594130516"
"12","0.0009954712586477399","0.0009954712586477399","0.0009954712586477399","0.0009712520404718816","0.0009712520404718816","0.0009712520404718816","","","","0.0009687736164778471","0.0009687736164778471","0.0009687736164778471","0.0018074690597131848","0.0018074690597131848","0.0018074690597131848","0.0009735348867252469","0.0009735348867252469","0.0009735348867252469","0.0010184176499024034","0.0010184176499024034","0.0010184176499024034","0.0009236338664777577","0.0009236338664777577","0.0009236338664777577","0.0010077736806124449","0.0010077736806124449","0.0010077736806124449","0.0010799102019518614","0.0010799102019518614","0.0010799102019518614"
"13","0.0009199697524309158","0.0009199697524309158","0.0009199697524309158","0.0008853317704051733","0.0008853317704051733","0.0008853317704051733","","","","0.0010576904751360416","0.0010576904751360416","0.0010576904751360416","0.0016133220633491874","0.0016133220633491874","0.0016133220633491874","0.0008974754600785673","0.0008974754600785673","0.0008974754600785673","0.0009913461981341243","0.0009913461981341243","0.0009913461981341243","0.000983544741757214","0.000983544741757214","0.000983544741757214","0.0009903628379106522","0.0009903628379106522","0.0009903628379106522","0.0010190920438617468","0.0010190920438617468","0.0010190920438617468"
"14","0.0010189515305683017","0.0010189515305683017","0.0010189515305683017","0.0009184799273498356","0.0009184799273498356","0.0009184799273498356","","","","0.0010002418421208858","0.0010002418421208858","0.0010002418421208858","0.001285203848965466","0.001285203848965466","0.001285203848965466","0.0008870509336702526","0.0008870509336702526","0.0008870509336702526","0.0009655477479100227","0.0009655477479100227","0.0009655477479100227","0.0009212095174007118","0.0009212095174007118","0.0009212095174007118","0.0009934176923707128","0.0009934176923707128","0.0009934176923707128","0.0010389051167294383","0.0010389051167294383","0.0010389051167294383"
"15","0.0009983372874557972","0.0009983372874557972","0.0009983372874557972","0.0009028707863762975","0.0009028707863762975","0.0009028707863762975","","","","0.0009868335910141468","0.0009868335910141468","0.0009868335910141468","0.0012880874564871192","0.0012880874564871192","0.0012880874564871192","0.0009194252197630703","0.0009194252197630703","0.0009194252197630703","0.0009870827198028564","0.0009870827198028564","0.0009870827198028564","0.0009224796085618436","0.0009224796085618436","0.0009224796085618436","0.0009718920919112861","0.0009718920919112861","0.0009718920919112861","0.0010262668365612626","0.0010262668365612626","0.0010262668365612626"
"16","0.001006693230010569","0.001006693230010569","0.001006693230010569","0.0009033139212988317","0.0009033139212988317","0.0009033139212988317","","","","0.0009748442680574954","0.0009748442680574954","0.0009748442680574954","0.0012345680734142661","0.0012345680734142661","0.0012345680734142661","0.0009293219191022217","0.0009293219191022217","0.0009293219191022217","0.0009742013644427061","0.0009742013644427061","0.0009742013644427061","0.0009270352311432362","0.0009270352311432362","0.0009270352311432362","0.0009983115596696734","0.0009983115596696734","0.0009983115596696734","0.0010311276419088244","0.0010311276419088244","0.0010311276419088244"
"17","0.0010069479467347264","0.0010069479467347264","0.0010069479467347264","0.0008866291609592736","0.0008866291609592736","0.0008866291609592736","","","","0.0009806865127757192","0.0009806865127757192","0.0009806865127757192","0.0012493759859353304","0.0012493759859353304","0.0012493759859353304","0.0009280442027375102","0.0009280442027375102","0.0009280442027375102","0.0009617823525331914","0.0009617823525331914","0.0009617823525331914","0.0009229859570041299","0.0009229859570041299","0.0009229859570041299","0.0009544186177663505","0.0009544186177663505","0.0009544186177663505","0.0010228106984868646","0.0010228106984868646","0.0010228106984868646"
"18","0.0009968987433239818","0.0009968987433239818","0.0009968987433239818","0.0009292967733927071","0.0009292967733927071","0.0009292967733927071","","","","0.0009978406596928835","0.0009978406596928835","0.0009978406596928835","0.0012101150350645185","0.0012101150350645185","0.0012101150350645185","0.0009408873738721013","0.0009408873738721013","0.0009408873738721013","0.000966316438280046","0.000966316438280046","0.000966316438280046","0.0009374165092594922","0.0009374165092594922","0.0009374165092594922","0.0009712736355140805","0.0009712736355140805","0.0009712736355140805","0.0010415853466838598","0.0010415853466838598","0.0010415853466838598"
"19","0.0010066154645755887","0.0010066154645755887","0.0010066154645755887","0.0009086112258955836","0.0009086112258955836","0.0009086112258955836","","","","0.000976564479060471","0.000976564479060471","0.000976564479060471","0.001232058391906321","0.001232058391906321","0.001232058391906321","0.0009226230322383344","0.0009226230322383344","0.0009226230322383344","0.0009748165030032396","0.0009748165030032396","0.0009748165030032396","0.0009297673823311925","0.0009297673823311925","0.0009297673823311925","0.00097536516841501","0.00097536516841501","0.00097536516841501","0.001037745620124042","0.001037745620124042","0.001037745620124042"
