"Step","phase2_balanced_resnet50 - val/err_female","phase2_balanced_resnet50 - val/err_female__MIN","phase2_balanced_resnet50 - val/err_female__MAX","phase2_balanced_convnext_tiny - val/err_female","phase2_balanced_convnext_tiny - val/err_female__MIN","phase2_balanced_convnext_tiny - val/err_female__MAX","phase2_balanced_vit_b_16 - val/err_female","phase2_balanced_vit_b_16 - val/err_female__MIN","phase2_balanced_vit_b_16 - val/err_female__MAX","phase2_balanced_swin_t - val/err_female","phase2_balanced_swin_t - val/err_female__MIN","phase2_balanced_swin_t - val/err_female__MAX","dinov2_small - val/err_female","dinov2_small - val/err_female__MIN","dinov2_small - val/err_female__MAX","swin_t - val/err_female","swin_t - val/err_female__MIN","swin_t - val/err_female__MAX","vit_b_16 - val/err_female","vit_b_16 - val/err_female__MIN","vit_b_16 - val/err_female__MAX","convnext_tiny - val/err_female","convnext_tiny - val/err_female__MIN","convnext_tiny - val/err_female__MAX","efficientnet_b3 - val/err_female","efficientnet_b3 - val/err_female__MIN","efficientnet_b3 - val/err_female__MAX","cnn_baseline - val/err_female","cnn_baseline - val/err_female__MIN","cnn_baseline - val/err_female__MAX"
"10","0.0005735051236115396","0.0005735051236115396","0.0005735051236115396","0.0005073319771327078","0.0005073319771327078","0.0005073319771327078","0.0005796943441964686","0.0005796943441964686","0.0005796943441964686","0.0005473417695611715","0.0005473417695611715","0.0005473417695611715","0.0010305375326424837","0.0010305375326424837","0.0010305375326424837","0.000574365200009197","0.000574365200009197","0.000574365200009197","0.0005787092377431691","0.0005787092377431691","0.0005787092377431691","0.0005235032294876873","0.0005235032294876873","0.0005235032294876873","0.0006023211171850562","0.0006023211171850562","0.0006023211171850562","0.0005625158664770424","0.0005625158664770424","0.0005625158664770424"
"11","0.0005839283694513142","0.0005839283694513142","0.0005839283694513142","0.0005523674772121012","0.0005523674772121012","0.0005523674772121012","","","","0.0005183812463656068","0.0005183812463656068","0.0005183812463656068","0.0009773056954145432","0.0009773056954145432","0.0009773056954145432","0.0005316369351930916","0.0005316369351930916","0.0005316369351930916","0.0005546409520320594","0.0005546409520320594","0.0005546409520320594","0.000493448693305254","0.000493448693305254","0.000493448693305254","0.0006407554028555751","0.0006407554028555751","0.0006407554028555751","0.0005358036141842604","0.0005358036141842604","0.0005358036141842604"
"12","0.0005108618643134832","0.0005108618643134832","0.0005108618643134832","0.0005533132352866232","0.0005533132352866232","0.0005533132352866232","","","","0.0004919951898045838","0.0004919951898045838","0.0004919951898045838","0.0010184668935835361","0.0010184668935835361","0.0010184668935835361","0.0005341148353181779","0.0005341148353181779","0.0005341148353181779","0.0005488102906383574","0.0005488102906383574","0.0005488102906383574","0.0004699047130998224","0.0004699047130998224","0.0004699047130998224","0.0005278657772578299","0.0005278657772578299","0.0005278657772578299","0.0005248839734122157","0.0005248839734122157","0.0005248839734122157"
"13","0.0004920865758322179","0.0004920865758322179","0.0004920865758322179","0.0004618980165105313","0.0004618980165105313","0.0004618980165105313","","","","0.0005614684778265655","0.0005614684778265655","0.0005614684778265655","0.0010177473304793239","0.0010177473304793239","0.0010177473304793239","0.0004942443338222802","0.0004942443338222802","0.0004942443338222802","0.0005554784438572824","0.0005554784438572824","0.0005554784438572824","0.0005339743802323937","0.0005339743802323937","0.0005339743802323937","0.0005481652333401144","0.0005481652333401144","0.0005481652333401144","0.0005263183265924454","0.0005263183265924454","0.0005263183265924454"
"14","0.0005132075166329741","0.0005132075166329741","0.0005132075166329741","0.0004669283807743341","0.0004669283807743341","0.0004669283807743341","","","","0.00048132266965694726","0.00048132266965694726","0.00048132266965694726","0.0007492772419936955","0.0007492772419936955","0.0007492772419936955","0.000480560032883659","0.000480560032883659","0.000480560032883659","0.0005379101494327188","0.0005379101494327188","0.0005379101494327188","0.0004839905013795942","0.0004839905013795942","0.0004839905013795942","0.000499808054883033","0.000499808054883033","0.000499808054883033","0.0005271089030429721","0.0005271089030429721","0.0005271089030429721"
"15","0.00048583620809949934","0.00048583620809949934","0.00048583620809949934","0.0004660715349018574","0.0004660715349018574","0.0004660715349018574","","","","0.0004828835662920028","0.0004828835662920028","0.0004828835662920028","0.0007266317261382937","0.0007266317261382937","0.0007266317261382937","0.0005055529181845486","0.0005055529181845486","0.0005055529181845486","0.0005416349740698934","0.0005416349740698934","0.0005416349740698934","0.0004495350585784763","0.0004495350585784763","0.0004495350585784763","0.0005190348019823432","0.0005190348019823432","0.0005190348019823432","0.0004988583386875689","0.0004988583386875689","0.0004988583386875689"
"16","0.0005047408048994839","0.0005047408048994839","0.0005047408048994839","0.00045201301691122353","0.00045201301691122353","0.00045201301691122353","","","","0.0004532505408860743","0.0004532505408860743","0.0004532505408860743","0.0007213824428617954","0.0007213824428617954","0.0007213824428617954","0.00048257410526275635","0.00048257410526275635","0.00048257410526275635","0.0005362075753509998","0.0005362075753509998","0.0005362075753509998","0.00044789721141569316","0.00044789721141569316","0.00044789721141569316","0.0005113428342156112","0.0005113428342156112","0.0005113428342156112","0.0005032405606471002","0.0005032405606471002","0.0005032405606471002"
"17","0.0004922901862300932","0.0004922901862300932","0.0004922901862300932","0.0004486462858039886","0.0004486462858039886","0.0004486462858039886","","","","0.00046707066940143704","0.00046707066940143704","0.00046707066940143704","0.0006892967503517866","0.0006892967503517866","0.0006892967503517866","0.0004927722620777786","0.0004927722620777786","0.0004927722620777786","0.0005246369983069599","0.0005246369983069599","0.0005246369983069599","0.0004623850400093943","0.0004623850400093943","0.0004623850400093943","0.0004937791964039207","0.0004937791964039207","0.0004937791964039207","0.0004955827607773244","0.0004955827607773244","0.0004955827607773244"
"18","0.0004846743249800056","0.0004846743249800056","0.0004846743249800056","0.0004624234279617667","0.0004624234279617667","0.0004624234279617667","","","","0.0004730526125058532","0.0004730526125058532","0.0004730526125058532","0.0006932411342859268","0.0006932411342859268","0.0006932411342859268","0.0005113628576509655","0.0005113628576509655","0.0005113628576509655","0.0005291235283948481","0.0005291235283948481","0.0005291235283948481","0.00045580073492601514","0.00045580073492601514","0.00045580073492601514","0.0005014074267819524","0.0005014074267819524","0.0005014074267819524","0.0005021397373639047","0.0005021397373639047","0.0005021397373639047"
"19","0.0004919106140732765","0.0004919106140732765","0.0004919106140732765","0.0004539454821497202","0.0004539454821497202","0.0004539454821497202","","","","0.00046252767788246274","0.00046252767788246274","0.00046252767788246274","0.0006826106691733003","0.0006826106691733003","0.0006826106691733003","0.0004841499321628362","0.0004841499321628362","0.0004841499321628362","0.0005293622962199152","0.0005293622962199152","0.0005293622962199152","0.00045649282401427627","0.00045649282401427627","0.00045649282401427627","0.0005023496341891587","0.0005023496341891587","0.0005023496341891587","0.0004924159729853272","0.0004924159729853272","0.0004924159729853272"
